End_Word,Display_reading,Decimal_Point,Polarity,Annunciator_for_Display,LDC_Display,D14,Start_Word
\r,"['0', '0', '0', '0', '2', '2', '2', '6']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '7', '2']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '6', '7']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '2', '6']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '7', '2']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '6', '7']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '2', '6']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '7', '2']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '8', '1']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '2']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '7', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '8', '1']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '2']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '7', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '8', '1']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '2']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '7', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '8', '1']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '2']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '7', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '8', '1']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '2']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '7', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '8', '1']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '2']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '7', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '6', '3']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '4']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '6', '3']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '4']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '6', '3']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '4']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '6', '3']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '4']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '6', '3']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '4']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '6', '3']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '4']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '5', '8']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '5', '8']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '5', '8']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '5', '8']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '5', '8']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '5', '8']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '5', '8']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '3', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '4']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '5', '5']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '2', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '5']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '5', '5']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '2', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '5']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '5', '5']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '2', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '5']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '5', '5']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '2', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '5']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '5', '5']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '2', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '5']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '5', '5']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '2', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '5']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '5', '5']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '2', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '5']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '5', '5']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '2', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '5']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x00
\r,"['0', '0', '0', '0', '3', '6', '5', '5']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '2', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '5']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '5', '5']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '2', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '5']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '5', '5']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '2', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '5']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '9', '9']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '3', '6', '5', '5']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '2', '2', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '1', '6', '6', '5']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '4', '0', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '4', '0', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '4', '0', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '4', '0', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '4', '0', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '4', '0', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '4', '0', '0']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '3', '9', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '3', '9', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '3', '9', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '3', '9', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '3', '9', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '3', '9', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '5']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '3', '9', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '6']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '3', '9', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '3', '9', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '3', '9', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",2,Positive,"['4', '5']",1,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",1,Positive,"['7', '4']",2,4,\x02
\r,"['0', '0', '0', '0', '2', '3', '9', '7']",1,Positive,"['0', '5']",3,4,\x02
\r,"['0', '0', '0', '0', '0', '0', '0', '0']",3,Positive,"['2', '5']",4,4,\x02
